serial number,account_info,duration_month,Loan,Regularity,Purpose,credit_amount,savings_account,Saving Account,employment_st,Salary,investment,Gender,Status,gurantors,resident_since,property_type,age,installment_type,housing_type,credits_no,job_type,liables,telephone,foreigner
584,SILVER,36,YES,YES,A40,2384,A61,89,A72,873,34.92,M,Umarried,A101,1,A124,33,A143,A151,1,A172,1,A191,A201
585,NA,12,YES,YES,A40,2133,A65,NA,A75,768,30.72,F,Divorced,A101,4,A124,52,A143,A153,1,A174,1,A192,A201
586,BRONZE,18,YES,YES,A40,2039,A61,2,A73,2749,27.49,F,Divorced,A101,4,A121,20,A141,A151,1,A173,1,A191,A201
587,BRONZE,9,YES,NO,A40,2799,A61,70,A73,2296,45.92,M,Umarried,A101,2,A121,36,A143,A151,2,A173,2,A191,A201
588,BRONZE,12,YES,YES,A40,1289,A61,96,A73,942,37.68,M,Umarried,A103,1,A122,21,A143,A152,1,A172,1,A191,A201
589,BRONZE,18,YES,YES,A40,1217,A61,54,A73,1009,40.36,M,Married,A101,3,A121,47,A143,A152,1,A172,1,A192,A201
590,BRONZE,12,YES,NO,A40,2246,A61,36,A75,1246,37.38,M,Umarried,A101,3,A122,60,A143,A152,2,A173,1,A191,A201
591,BRONZE,12,YES,NO,A40,385,A61,93,A74,1106,44.24,F,Divorced,A101,3,A121,58,A143,A152,4,A172,1,A192,A201
592,SILVER,24,YES,NO,A40,1965,A65,NA,A73,950,38,F,Divorced,A101,4,A123,42,A143,A151,2,A173,1,A192,A201
593,NA,21,YES,YES,A49,1572,A64,1953,A75,1165,46.6,F,Divorced,A101,4,A121,36,A141,A152,1,A172,1,A191,A201
594,SILVER,24,YES,YES,A40,2718,A61,2,A73,1738,52.14,F,Divorced,A101,4,A122,20,A143,A151,1,A172,1,A192,A201
595,BRONZE,24,NO,YES,A410,1358,A65,NA,A75,734,29.36,M,Umarried,A101,3,A123,40,A142,A152,1,A174,1,A192,A201
596,SILVER,6,NO,YES,A40,931,A62,116,A72,3139,31.39,F,Divorced,A101,1,A122,32,A142,A152,1,A172,1,A191,A201
597,BRONZE,24,YES,YES,A40,1442,A61,40,A74,738,29.52,F,Divorced,A101,4,A123,23,A143,A151,2,A173,1,A191,A201
598,SILVER,24,NO,YES,A49,4241,A61,85,A73,3404,34.04,M,Umarried,A101,4,A121,36,A143,A152,3,A172,1,A192,A201
599,NA,18,YES,NO,A40,2775,A61,98,A74,2056,41.12,M,Umarried,A101,2,A122,31,A141,A152,2,A173,1,A191,A201
600,NA,24,YES,NO,A49,3863,A61,69,A73,3242,32.42,M,Umarried,A101,2,A124,32,A143,A153,1,A173,1,A191,A201
601,SILVER,7,YES,YES,A40,2329,A61,95,A72,3094,30.94,F,Divorced,A103,1,A121,45,A143,A152,1,A173,1,A191,A201
602,SILVER,9,YES,YES,A40,918,A61,72,A73,1050,42,F,Divorced,A101,1,A122,30,A143,A152,1,A173,1,A191,A201
603,SILVER,24,NO,YES,A46,1837,A61,83,A74,1058,42.32,F,Divorced,A101,4,A124,34,A141,A153,1,A172,1,A191,A201
604,NA,36,YES,YES,A40,3349,A61,75,A73,1089,43.56,F,Divorced,A101,2,A123,28,A143,A152,1,A174,1,A192,A201
605,GOLD,10,YES,YES,A40,1275,A61,17,A72,1120,44.8,F,Divorced,A101,2,A122,23,A143,A152,1,A173,1,A191,A201
606,BRONZE,24,NO,YES,A40,2828,A63,598,A73,1162,46.48,M,Umarried,A101,4,A121,22,A142,A152,1,A173,1,A192,A201
607,NA,24,YES,NO,A49,4526,A61,50,A73,1529,45.87,M,Umarried,A101,2,A121,74,A143,A152,1,A174,1,A192,A201
608,SILVER,36,YES,YES,A40,2671,A62,391,A73,1138,45.52,F,Divorced,A102,4,A124,50,A143,A153,1,A173,1,A191,A201
609,NA,18,YES,YES,A40,2051,A61,21,A72,793,31.72,M,Umarried,A101,1,A121,33,A143,A152,1,A173,1,A191,A201
610,NA,15,YES,YES,A40,1300,A65,NA,A75,1070,42.8,M,Umarried,A101,4,A124,45,A141,A153,1,A173,2,A191,A201
611,BRONZE,12,YES,YES,A40,741,A62,325,A71,740,29.6,F,Divorced,A101,3,A122,22,A143,A152,1,A173,1,A191,A201
612,GOLD,10,YES,YES,A40,1240,A62,405,A75,3199,31.99,F,Divorced,A101,4,A124,48,A143,A153,1,A172,2,A191,A201
613,BRONZE,21,YES,YES,A40,3357,A64,2438,A72,858,34.32,F,Divorced,A101,2,A123,29,A141,A152,1,A173,1,A191,A201
614,BRONZE,24,NO,YES,A40,3632,A61,5,A73,3286,32.86,F,Divorced,A103,4,A123,22,A141,A151,1,A173,1,A191,A202
615,NA,18,YES,NO,A40,1808,A61,20,A74,733,29.32,F,Divorced,A101,1,A121,22,A143,A152,1,A173,1,A191,A201
616,SILVER,48,NO,YES,A49,12204,A65,NA,A73,1857,37.14,M,Umarried,A101,2,A123,48,A141,A152,1,A174,1,A192,A201
617,SILVER,60,YES,NO,A40,9157,A65,NA,A73,2439,48.78,M,Umarried,A101,2,A124,27,A143,A153,1,A174,1,A191,A201
618,BRONZE,6,YES,NO,A40,3676,A61,68,A73,3325,33.25,M,Umarried,A101,3,A121,37,A143,A151,3,A173,2,A191,A201
619,SILVER,30,YES,YES,A40,3441,A62,294,A73,2198,43.96,F,Divorced,A102,4,A123,21,A143,A151,1,A173,1,A191,A201
620,NA,12,YES,YES,A40,640,A61,90,A73,1131,45.24,M,Divorced,A101,2,A121,49,A143,A152,1,A172,1,A191,A201
621,SILVER,21,YES,NO,A49,3652,A61,58,A74,2132,42.64,M,Umarried,A101,3,A122,27,A143,A152,2,A173,1,A191,A201
622,NA,18,YES,NO,A40,1530,A61,73,A73,1356,40.68,M,Umarried,A101,2,A122,32,A141,A152,2,A173,1,A191,A201
623,NA,48,YES,YES,A49,3914,A65,NA,A73,980,39.2,M,Divorced,A101,2,A121,38,A141,A152,1,A173,1,A191,A201
624,BRONZE,12,YES,YES,A40,1858,A61,50,A72,809,32.36,F,Divorced,A101,1,A123,22,A143,A151,1,A173,1,A191,A201
625,BRONZE,18,YES,YES,A40,2600,A61,92,A73,707,28.28,M,Umarried,A101,4,A124,65,A143,A153,2,A173,1,A191,A201
626,NA,15,YES,YES,A40,1979,A65,NA,A75,847,33.88,M,Umarried,A101,2,A123,35,A143,A152,1,A173,1,A191,A201
627,GOLD,6,YES,YES,A40,2116,A61,44,A73,1970,39.4,M,Umarried,A101,2,A121,41,A143,A152,1,A173,1,A192,A201
628,SILVER,9,NO,YES,A40,1437,A62,210,A74,2064,41.28,M,Umarried,A101,3,A124,29,A143,A152,1,A173,1,A191,A201
629,NA,42,YES,NO,A40,4042,A63,633,A73,1064,42.56,M,Umarried,A101,4,A121,36,A143,A152,2,A173,1,A192,A201
630,NA,9,YES,YES,A46,3832,A65,NA,A75,2855,28.55,M,Umarried,A101,4,A121,64,A143,A152,1,A172,1,A191,A201
631,BRONZE,24,YES,YES,A40,3660,A61,19,A73,2587,51.74,F,Divorced,A101,4,A123,28,A143,A152,1,A173,1,A191,A201
632,BRONZE,18,NO,YES,A40,1553,A61,90,A73,728,29.12,M,Umarried,A101,3,A123,44,A141,A152,1,A173,1,A191,A201
633,SILVER,15,YES,YES,A40,1444,A65,NA,A72,936,37.44,M,Umarried,A101,1,A122,23,A143,A152,1,A173,1,A191,A201
634,NA,9,YES,YES,A40,1980,A61,44,A72,2149,42.98,F,Divorced,A102,2,A123,19,A143,A151,2,A173,1,A191,A201
635,SILVER,24,YES,YES,A40,1355,A61,49,A72,1376,41.28,F,Divorced,A101,4,A123,25,A143,A152,1,A172,1,A192,A201
636,NA,12,YES,YES,A46,1393,A61,64,A75,1111,44.44,M,Umarried,A101,4,A122,47,A141,A152,3,A173,2,A192,A201
637,NA,24,YES,YES,A40,1376,A63,850,A74,944,37.76,F,Divorced,A101,1,A123,28,A143,A152,1,A173,1,A191,A201
638,NA,60,YES,NO,A40,15653,A61,91,A74,1915,38.3,M,Umarried,A101,4,A123,21,A143,A152,2,A173,1,A192,A201
639,NA,12,YES,YES,A40,1493,A61,44,A72,1136,45.44,F,Divorced,A101,3,A123,34,A143,A152,1,A173,2,A191,A201
640,BRONZE,42,YES,NO,A40,4370,A61,81,A74,1636,49.08,M,Umarried,A101,2,A122,26,A141,A152,2,A173,2,A192,A201
641,BRONZE,18,YES,YES,A46,750,A61,51,A71,1035,41.4,F,Divorced,A101,1,A121,27,A143,A152,1,A171,1,A191,A201
642,SILVER,15,YES,YES,A40,1308,A61,45,A75,777,31.08,M,Umarried,A101,4,A123,38,A143,A152,2,A172,1,A191,A201
643,NA,15,YES,YES,A46,4623,A62,479,A73,1463,43.89,M,Umarried,A101,2,A122,40,A143,A152,1,A174,1,A192,A201
644,NA,24,YES,NO,A40,1851,A61,82,A74,872,34.88,M,Married,A103,2,A123,33,A143,A152,2,A173,1,A192,A201
645,BRONZE,18,YES,NO,A40,1880,A61,41,A74,894,35.76,M,Married,A101,1,A122,32,A143,A152,2,A174,1,A192,A201
646,NA,36,YES,NO,A49,7980,A65,NA,A72,898,35.92,M,Umarried,A101,4,A123,27,A143,A151,2,A173,1,A192,A201
647,BRONZE,30,NO,YES,A40,4583,A61,89,A73,1804,36.08,M,Divorced,A103,2,A121,32,A143,A152,2,A173,1,A191,A201
648,NA,12,YES,YES,A40,1386,A63,847,A73,1897,37.94,F,Divorced,A101,2,A122,26,A143,A152,1,A173,1,A191,A201
649,GOLD,24,YES,YES,A40,947,A61,66,A74,939,37.56,M,Umarried,A101,3,A124,38,A141,A153,1,A173,2,A191,A201
650,BRONZE,12,YES,YES,A46,684,A61,44,A73,1168,46.72,M,Umarried,A101,4,A123,40,A143,A151,1,A172,2,A191,A201
651,BRONZE,48,YES,YES,A46,7476,A61,8,A74,987,39.48,M,Umarried,A101,1,A124,50,A143,A153,1,A174,1,A192,A201
652,SILVER,12,YES,YES,A40,1922,A61,15,A73,836,33.44,M,Umarried,A101,2,A122,37,A143,A152,1,A172,1,A191,A201
653,BRONZE,24,YES,YES,A40,2303,A61,27,A75,889,35.56,M,Umarried,A102,1,A121,45,A143,A152,1,A173,1,A191,A201
654,SILVER,36,YES,NO,A40,8086,A62,288,A75,2172,43.44,M,Umarried,A101,4,A123,42,A143,A152,4,A174,1,A192,A201
655,NA,24,YES,NO,A40,2346,A61,85,A74,806,32.24,M,Umarried,A101,3,A123,35,A143,A152,2,A173,1,A192,A201
656,BRONZE,14,YES,YES,A40,3973,A61,64,A71,2762,27.62,M,Umarried,A101,4,A124,22,A143,A153,1,A173,1,A191,A201
657,SILVER,12,YES,YES,A40,888,A61,19,A75,933,37.32,M,Umarried,A101,4,A123,41,A141,A152,1,A172,2,A191,A201
658,NA,48,YES,YES,A40,10222,A65,NA,A74,1090,43.6,M,Umarried,A101,3,A123,37,A142,A152,1,A173,1,A192,A201
659,SILVER,30,NO,YES,A49,4221,A61,70,A73,2520,50.4,F,Divorced,A101,1,A123,28,A143,A152,2,A173,1,A191,A201
660,SILVER,18,YES,NO,A40,6361,A61,10,A75,2139,42.78,M,Umarried,A101,1,A124,41,A143,A152,1,A173,1,A192,A201
661,GOLD,12,YES,YES,A40,1297,A61,31,A73,1408,42.24,M,Married,A101,4,A121,23,A143,A151,1,A173,1,A191,A201
662,BRONZE,12,YES,YES,A40,900,A65,NA,A73,1036,41.44,M,Married,A101,2,A123,23,A143,A152,1,A173,1,A191,A201
663,NA,21,YES,YES,A40,2241,A61,86,A75,903,36.12,M,Umarried,A101,2,A121,50,A143,A152,2,A173,1,A191,A201
664,SILVER,6,YES,NO,A40,1050,A61,45,A71,866,34.64,M,Umarried,A101,1,A122,35,A142,A152,2,A174,1,A192,A201
665,GOLD,6,YES,NO,A46,1047,A61,97,A73,1978,39.56,F,Divorced,A101,4,A122,50,A143,A152,1,A172,1,A191,A201
666,NA,24,YES,NO,A410,6314,A61,72,A71,1191,47.64,M,Umarried,A102,2,A124,27,A141,A152,2,A174,1,A192,A201
667,SILVER,30,NO,YES,A40,3496,A64,1010,A73,1059,42.36,M,Umarried,A101,2,A123,34,A142,A152,1,A173,2,A192,A201
668,NA,48,NO,YES,A49,3609,A61,81,A73,2873,28.73,F,Divorced,A101,1,A121,27,A142,A152,1,A173,1,A191,A201
669,BRONZE,12,YES,NO,A40,4843,A61,98,A75,1612,48.36,M,Umarried,A102,4,A122,43,A143,A151,2,A173,1,A192,A201
670,GOLD,30,YES,NO,A40,3017,A61,97,A75,1120,44.8,M,Umarried,A101,4,A122,47,A143,A152,1,A173,1,A191,A201
671,NA,24,YES,NO,A49,4139,A62,139,A73,1666,49.98,M,Umarried,A101,3,A122,27,A143,A152,2,A172,1,A192,A201
672,NA,36,YES,YES,A49,5742,A62,493,A74,2581,51.62,M,Umarried,A101,2,A123,31,A143,A152,2,A173,1,A192,A201
673,NA,60,YES,YES,A40,10366,A61,99,A75,1809,36.18,M,Umarried,A101,4,A122,42,A143,A152,1,A174,1,A192,A201
674,NA,6,YES,NO,A40,2080,A63,665,A73,2867,28.67,M,Married,A101,2,A123,24,A143,A152,1,A173,1,A191,A201
675,NA,21,YES,NO,A49,2580,A63,628,A72,703,28.12,M,Umarried,A101,2,A121,41,A141,A152,1,A172,2,A191,A201
676,NA,30,YES,NO,A40,4530,A61,41,A74,951,38.04,F,Divorced,A101,4,A123,26,A143,A151,1,A174,1,A192,A201
677,NA,24,YES,NO,A40,5150,A61,83,A75,781,31.24,M,Umarried,A101,4,A123,33,A143,A152,1,A173,1,A192,A201
678,SILVER,72,YES,YES,A40,5595,A62,455,A73,2490,49.8,M,Married,A101,2,A123,24,A143,A152,1,A173,1,A191,A201
679,BRONZE,24,YES,YES,A40,2384,A61,79,A75,782,31.28,M,Umarried,A101,4,A121,64,A141,A151,1,A172,1,A191,A201
680,NA,18,YES,YES,A40,1453,A61,79,A72,1270,38.1,F,Divorced,A101,1,A121,26,A143,A152,1,A173,1,A191,A201
681,NA,6,YES,YES,A46,1538,A61,38,A72,3263,32.63,F,Divorced,A101,2,A124,56,A143,A152,1,A173,1,A191,A201
682,NA,12,YES,YES,A40,2279,A65,NA,A73,1193,47.72,M,Umarried,A101,4,A124,37,A143,A153,1,A173,1,A192,A201
683,NA,15,YES,NO,A40,1478,A61,76,A73,901,36.04,M,Married,A101,3,A121,33,A141,A152,2,A173,1,A191,A201
684,NA,24,YES,NO,A40,5103,A61,49,A72,1587,47.61,M,Married,A101,3,A124,47,A143,A153,3,A173,1,A192,A201
685,SILVER,36,YES,NO,A49,9857,A62,365,A74,2765,27.65,M,Umarried,A101,3,A122,31,A143,A152,2,A172,2,A192,A201
686,NA,60,YES,YES,A40,6527,A65,NA,A73,1115,44.6,M,Umarried,A101,4,A124,34,A143,A153,1,A173,2,A192,A201
687,GOLD,10,YES,NO,A40,1347,A65,NA,A74,1173,46.92,M,Umarried,A101,2,A122,27,A143,A152,2,A173,1,A192,A201
688,SILVER,36,YES,NO,A40,2862,A62,287,A75,773,30.92,M,Umarried,A101,3,A124,30,A143,A153,1,A173,1,A191,A201
689,NA,9,YES,YES,A40,2753,A62,477,A75,1418,42.54,M,Umarried,A102,4,A123,35,A143,A152,1,A173,1,A192,A201
690,BRONZE,12,YES,YES,A40,3651,A64,1246,A73,3033,30.33,M,Umarried,A101,3,A122,31,A143,A152,1,A173,2,A191,A201
691,BRONZE,15,YES,NO,A40,975,A61,71,A73,2342,46.84,M,Divorced,A101,3,A122,25,A143,A152,2,A173,1,A191,A201
692,SILVER,15,YES,YES,A40,2631,A62,127,A73,1359,40.77,F,Divorced,A101,2,A121,25,A143,A152,1,A172,1,A191,A201
693,SILVER,24,YES,YES,A40,2896,A62,171,A72,1889,37.78,M,Umarried,A101,1,A123,29,A143,A152,1,A173,1,A191,A201
694,BRONZE,6,YES,NO,A40,4716,A65,NA,A72,3418,34.18,M,Umarried,A101,3,A121,44,A143,A152,2,A172,2,A191,A201
695,NA,24,YES,YES,A40,2284,A61,17,A74,1037,41.48,M,Umarried,A101,2,A123,28,A143,A152,1,A173,1,A192,A201
696,NA,6,YES,YES,A40,1236,A63,709,A73,2198,43.96,M,Umarried,A101,4,A122,50,A143,A151,1,A173,1,A191,A201
697,SILVER,12,YES,YES,A40,1103,A61,36,A74,1089,43.56,M,Umarried,A103,3,A121,29,A143,A152,2,A173,1,A191,A202
698,NA,12,YES,NO,A40,926,A61,86,A71,3469,34.69,F,Divorced,A101,2,A122,38,A143,A152,1,A171,1,A191,A201
699,NA,18,YES,NO,A40,1800,A61,9,A73,1138,45.52,M,Umarried,A101,2,A123,24,A143,A152,2,A173,1,A191,A201
700,GOLD,15,YES,YES,A46,1905,A61,38,A75,976,39.04,M,Umarried,A101,4,A123,40,A143,A151,1,A174,1,A192,A201
